text,airline_sentiment
 what is DM?,neutral
 your employees were great!,positive
 confirmation number for new reservation is FP9M6Y I am traveling with a 3 year old. please email? jennifer.cascino.com,neutral
: why no charging station in SAN?,negative
" thanks for the reply, something is off with the phones becuz after 2 dropped calls at 2 hours on hold, I got through on 1 ring",positive
 Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! SWfan,positive
 you need this song for your next commercial!  https://t.co/jU9rHZ4RQc. SWA love,neutral
 JH thank you. I finally got through the second time.,positive
" 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail.  I can book separately, but why not together?",negative
 Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?,negative
 your checkin system is poor,negative
" haha, thanks for the explanation",positive
 employees spreading a bit of MardiGras cheer at 7:30 this morning in Atlanta  NFTYConvention http://t.co/ttbtY89Ilo,neutral
 Having some trouble checking in. Can you please add me so I can DM you,negative
 WiFi on yesterday's flight extremely slow a waste of $8 and lost the travel time for work.,negative
 my flight was Cancelled Flightled Monday.  Just looking to Cancelled Flight and credit my card.  That's all.,negative
 still on the ground &gt;30mins after planned departure. And this is California. No weather here. Originally told 10 min delay.,negative
" I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?",neutral
 not yet! Supposed to get it early evening tonight. Don't want to have to go to the store and buy new necessities.,negative
 How? It is not possible to call SWA on the phone. You put me on hold for an hour and then cut me off.,negative
" been with my GF for 2.5yrs, she's from SF &amp; I live in Tulsa. SWA always takes me there to see my love! SouthwestLuvSweeps",positive
 Hi there! I just got my known traveler and would like to add it to a flight that I already purchased. What's my best option?,neutral
 Nashville airport has runways open. It appears southwest is only airline Cancelled Flighting flights. Is this likely to change?,negative
" been on the phone for about an hour waiting..can you please answer, Thank You!  notcool",negative
  just get the RR credit card and get the points of family that way,neutral
 Sent. Thanks VP!,positive
 what does TSA Pre on my boarding pass mean? http://t.co/0HmmQCzkCf,neutral
" she's still stranded in DC. Sat until 3:30am with 100 other kids. They were starving, and exhausted.",negative
 flight 211pilot spilled his tea on the radio! Yay for delays! Almost an hour now!,negative
 I just sent it over,negative
" haha...yeah i did, just making a joke",neutral
 Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.,positive
" used to love you, but you keep rescheduling my flights.  southworst",negative
 where do we start? I've already wasted 1.5 hrs of phone wait time already :-(,negative
 - just talking to customer service  makes me appreciate you even more!  They could learn so much from you!,positive
" My brother &amp; his girlfriend’s flight Cancelled Flightled 3 times, now leaving 72 hours Late Flight and dropping letter grades at school. Help?",negative
 Thank you. The email about RR pts &amp; how to gain more wasn't clear so all of mine r gone. Anything u can do is appreciated.,neutral
 Thanks for the response. Was able to get my situation resolved. Not a fan of Mother Nature today. :),positive
" Is there any way to add a Known Traveler Number to an existing reservation online?  If not, why not?",neutral
 needs to offer a college student discount so i can fly home 😭😭,neutral
 you Cancelled Flightled my flight to BNA. I have flight from BNA 2 MDW tomorrow AM. You stranded me in DEN. I've been on hold all day,negative
 thanks I think we've got it figured out,positive
 from LGA to San Diego,neutral
" missing out on over 6,000 points in one account. They're now spread over four assuming I create accounts for them",negative
" right but the point was that my kids don't fly often, but I do. I bought four round trip tickets from DtW to PHX so I'm....",negative
" I got a flight at 11:55am on Thursday but looking for something tomorrow, anything available?",positive
" we desparately need yall to make a nonstop BNA-&gt; TUL! Cmon it'll be popular. 😄 (right,    ??)",neutral
 thank you for the response. How can I got about getting the points onto my rewards account?,neutral
"  Tried to DM you, it won't let me as it says you are not following me.",neutral
 chances of flight leaving BNA tomorrow at 6:20 am (to LGA)?,neutral
 got it squared away. Thank you. I had a man on the inside help me out!,positive
 please PM me the number where I can lodge formal complaints. Thx,negative
 Just sent you a DM with the details.,neutral
 good thing we noticed because she had re-routed 7 total passengers on an impossible triple connection as well,negative
 your gate agent re-routed an impossible itinerary and we had to find a new airline to get us home. Super bummed about this,negative
 do you do auto callbacks so I don't have to wait on hold?,negative
 Received email w/reso's to my email that isn't associated to SWA account I own with CC info for my sister. FRAUD please DM me,negative
" just did, thank you",neutral
 Your onboard wifi is so bad it's taking me 20 minutes to send this tweet.  Working is off the table. disappointed,negative
" Another great flight &amp; crew, Las Vegas-Chicago 3397. Thanks!",positive
" I recommend upgrading your IVR and using call back, email, and texting from a know caller.",negative
 an entire flight of luggage missing at dca.  Over an hour and nobody knows anything.,negative
  you get to hold? called twice only to be kicked off.calls 3-6 phonedied AListpreferred http://t.co/1TZZ0vbMbS,negative
 why are you the ONLY airline that is not flying out of BNA today?,negative
 finally got through. Thanks!,positive
" - I have spent 87 minutes (and counting) on hold w/ you today. After first 48 minutes, I gave up. Trying again &amp; on 43rd min.",negative
 Ive had on an airline. Everyone else has been great but she soured the whole experience for me. Hope she's not there next time,negative
" thanks, got put on the am flight tomorrow.  Don't have much faith it'll get off the ground tomorrow though.",positive
 I think I'm shot. Can't find a flight that arrives before business (SAN) on thu. Really want to go too.,negative
" the woman working the counter in philly at 630 this am needs to be fired. Due to bad weather, I along with other passengers",negative
" was earlier, for reFlight Booking Problems flight I'm on now. Didn't get a screencap, just said ""unspecified error"" and to call SWA",negative
" Buying Early Bird was pointless. You moved me to a diff flight b/c first one was delayed, so I lost my boarding position.",negative
" is there a problem with the website? I tried making changes w/ the app and the site but got ""unspecified errors""",negative
  I love Southwest and Payton Taylor!,positive
 RDU flights expected to be ok this afternoon and tonight?,neutral
 super disappointed today. First time we've had to stress and now book a flight on another airline while at the airport,negative
 they put me on the next flight available.. tomorrow morning :( Any idea if BNA will be open in the morning for my flight?,negative
 Hey SWAir- a very tortured boarding on flight 1971 due to one gate agent having to board assisted folks one at a time.,negative
 I understand a delay but to be stuck on the plane longer than the flight is unacceptable,negative
 I absolutely will. Where can I send it?,neutral
 no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763,positive
 in my 30 years of flying I have never been so pissed off.  To many incidents for just one flight.,negative
 Heard apology ~45 times in the &gt;60 mins I was on hold. Now flying from another airport at a different time but delayed AGAIN,negative
 Happily! But you need to follow me in order for me to DM you,neutral
 I will.make sure to tell everyone I know about this all around horrible experience. I will also post it on my business page.,negative
 and currently as im bringing my 3 year old to the bathroom I'm being rushed by the flight attendant.,negative
 no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,positive
" not terribly inspired to call ""customer service"" in the future now.",negative
" also, they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???",negative
" the person I talked to couldn't do anything not normally available online other than the ""no charge"" part.",negative
 can someone help me set up a callback today?,negative
 how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues?,negative
 there really should not be guidance to call via phone if you are that back logged. I could have done it online in 3 minutes.,negative
 no had to rebook my flight myself and am about to board in bham.,negative
 please send me a number to call to talk to a person and not be put on hold,negative
 flt 648 from Buf to MCO. ConfFGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight,negative
 Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!,negative
 You need to be more accommodating to your loyal customers. Not happy now!,negative
 yes. Thank you. Oct 25-oct 31,positive
  I did eventually get through but that flight Cancelled Flightled.  Decided to drive but gave up holding to process refund,negative
 Already rebooked for tomorrow. Fingers crossed!,neutral
 followed.,neutral
" worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment",negative
 or you could send me a DM.,neutral
 I am following you now. I don't think I can DM until you follow me.,neutral
 Flight Cancelled Flightled out of BNA.... Do I have to reschedule now or can travel funds be put back into my account for future use?,negative
 are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!,negative
 can i have my bags back   ding!!,negative
 yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.,negative
 always when I fly SW. loyalRRmember,positive
" thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response",positive
 Trying to add my dog on the flight but can't get through.,negative
 I need to request a refund on my flight that was Cancelled Flightled this morning due to the weather.,negative
 Thanks a ton!,positive
 LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! LOVESOUTHWESTAIR,positive
" Hi! Thanks! Do you have an exact link to that specific page on your site you can share - or is it under ""Flight Status"":? Thx!",neutral
  no exceptions for national awards?,neutral
 any idea on flights to Nashville tomorrow being clear or Cancelled Flightled,neutral
 is having a sale! I'm delighted!,positive
 about time! Thank you!,positive
 Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me.,positive
  Finally.,neutral
 you guys are awesome... dontchangeathing luv,positive
 Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.,positive
 Twitter says I can't DM someone unless they follow me.  Can  follows my twitter? thanks you.,negative
 Thank you.  Twitter says I can't DM someone unless they follow me.  Can  follows my twitter?,negative
 the 5:50 is sold out too?,neutral
 myself and 2 others,neutral
" can you follow me? Flight Cancelled Flightled, can't rebook online, been on hold for 2 hours.  Would love to DM flight info. Thank you.",negative
 I also find it ridiculous that I've been tweeting to you since 3:50 AM EST and have still received no response. 9 hours?,negative
 Thanks. Yes I got through. Biggest frustration is that I'm no longer able to check in online for my flight after 4 Cancelled Flights.,negative
" why are flights still getting out of Logan now? You couldn't manage to get one out at 6 AM, when it wasn't snowing!",negative
 45mins wait on the phone with no option for a callback? Finally had to hang up because my phone was dying. customerservice,negative
 landing early morning  after snowfall. http://t.co/apRZsPxigE,neutral
 and thanks!,positive
 sure. Fhk2te. Am scheduled to leave this weekend but need to push to October,neutral
" its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx",positive
" I noticed the rates increased a few days ago, or the promotion ended. Any idea when another promotion will be coming?? Thanks!",neutral
 no flights out of nashville today? Are you kidding me?!?! Why are other airlines flying and you're not?! So frustrated!!,negative
 I am but it says yall are sold out. Me &amp; My coworkers would need to get out first available,neutral
 I'm trying to change a family vacation due to Measles outbreak and haven't been able to get anyone on the phone. Any help?,negative
 F5R3ZZ,neutral
. you've got a mess here at DTW but your staff is doing great.,positive
  flying to LGA in the dead of winter? jvstatus EWR &amp; JFK is always the intelligent option.,negative
 Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈,positive
 I need to reschedule a flight and I've been on hold for almost an hour. This is ridiculous. Is there a best number to call?,negative
.  condescension must be a quality your co rewards. Your tone reeks of it,negative
 Great job!! Looking forward to my next trip being able to use this new feature!,positive
 - any update on flights in to BNA today?,neutral
 damn weather messing up everything serenitynow,neutral
 could you tell me if any upgrades are available on a flight out of STL tomorrow morning.,neutral
" disappointed with customer service right now, my flight was only one Cancelled Flightled at my airport &amp; now I'm losing 2 days from trip",negative
" been on hold for over an hour.....not cool, you guys.",negative
 I've been on hold for an hour &amp; a half trying to change my flight to BNA. Not very happy with customer service right now!!!!!!,negative
" Got it, thanks. Any insight into what will happen tomorrow?",neutral
 any chance of adding LAX-&gt;JFK direct any time in the future?,neutral
 thank you. I was given this same reply 2 years ago. Can you direct me to an area I can learn more about the improvements?,negative
 just disconnected my call after 2.5 hours without even speaking to me. octaviannightmare,negative
 injured at check in yesterday. U told me to go to dr. on hold with SWA for over hour trying to talk with someone. suggestions?,negative
 Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future. Can u help?,negative
" have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?",negative
 I've been on hold with customer service for over an hour. Can you help?!,negative
" I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes, time",negative
 sent,neutral
" Flight Cancelled Flightled, reFlight Booking Problems online has not worked, on my second round of hold (3 hrs now). Any other options?",negative
 kudos to the RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500,negative
 trying to fly out of Nashville tomorrow. How is it looking?,neutral
 do you think the flights out of Nashville will be Cancelled Flighted tomorrow?,neutral
 do you not try to get customers to their destinations? No help to get on another airline if you had no flights for 3 days?,negative
" I'm an A-list Preferred customer and very loyal SWA. However, your inflight wifi is no better today than it was 4 years ago.",negative
  Thank you.,positive
" too bad I'm getting this memo: ""Your reservation contains modifications that prevent you from changing it online."" FUSTURATED",negative
" almost 2 hours on hold, 2 hours of my life I can't get back.... Thanks http://t.co/IyUZM2PUVS",negative
 discount for three delays?,negative
 tried online and told I must call b/c of modifications to my reservation. Been on hold for almost 2 hours.,negative
 +   = outstanding customer service!  Thank you!,positive
 finally!,positive
 trying to get through to cust relations. Is there another  to use?,neutral
 Where should I fly by May 3rd? Plz advise.,neutral
 has the WORST customer service of any airline I've ever flown.,negative
 I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.,negative
 Hi-My flight (BNA to LGA) was Cancelled Flighted this morning--1814. Looks like other flights out of BNA are taking off. Any chance?,negative
 Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None,neutral
“:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SU”,neutral
 Cancelled Flightled my flight out of BNA today. Been on hold for an hour. 😠 frustrated!,negative
" Beautiful, thanks a ton!",positive
 tried to rebook online but it says that I have to pay $200 for difference in price. Please help,negative
 I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?,negative
 can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.,negative
 Guys for real. I've been on hold for 4+ hours including one hangup. Please have someone reach out so I can get my $ back.,negative
 - kind of early but any idea when dates through the first week of sept will come available?,neutral
 the last 4 times I've arrived  our gate has been blocked by a slow to depart plane leading to 30-60 min delays,negative
 been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?,negative
 Hoping you answer the phone today?,negative
" husband on hold 2.5 hrs, got disconnected!New wait 30 min. Can't confirm res due to the fact he booked on line! Nuts!",negative
 thanks do yall expect to be operational tomorrow out of Nashville?,positive
 why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH,negative
 on hold for 2 hours and then you hung up 3 Cancelled Flightled flights. Running out of daycare for our kids who are trapped at home.,negative
  this is really unhelpful. Why can't I rebook online? http://t.co/N5O43sVl8i,negative
 allows other passengers 2 harass u after their gate agents mistakeFURIOUS they are doing NOTHING about it &amp; my 6yo was scared,negative
 flight was Cancelled Flightled and it won't let me rebook online. Wait time on phone is too long. Please help,negative
" Guys, we've got to do something about the inability to check in online for international  flight that has... (1/2)",neutral
 Is it a temporary site glitch or are you no longer offering flights from GRR to GEG after Feb? Can't find any online :(,neutral
 won't answer their phones HorribleService NeverAgain frustrated AnswerThePhone,negative
 We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.,negative
 nice work on the update!,positive
 you guys there? Are we on hour 2 of our phone hold at 3am bc of volume or short staffing?,negative
" its cool that my bags take a bit longer, dont give me baggage blue balls-turn the carousel on, tell me it's coming, then not.",negative
" Yesterday on my way from EWR to FLL just after take-off. :)
wheelsup JetBlueSoFly http://t.co/9xkiy0Kq2j",positive
 I hope so because I fly very often and would hate to change airlines.,neutral
" flight 1041 to Savannah, GA",neutral
" They weren't on any flight, they just came Late Flight. Your JetBlue employee just informed us!",negative
 everyone is here but our pilots are no where to be found and my last flight the plane was dirty that I had to clean my area &amp; seat!,negative
" update on Flight 462 would be appreciated when you have time, thanks",neutral
 check DM please :),neutral
" Hey guys, why did my last flight earn me 0 pts? http://t.co/1syWlmTZek",negative
 2 aisles of empty evermoreroom seats and we can't move bc we didn't pay?! nonsense Waste JetBlue jetbluebos cheap,negative
 ’s Marty St. George really has zero clue. How does he still have a job? nobaggagefees http://t.co/tjDzaMHPEw,negative
 they booked me for tomorrow. It's $250 higher. My 1st reservation is PGFRYZ. Get me on standby list 4 tonight would help.,negative
" Submitted, hoping for quick decision, tied to another donation we just received:
Proposal- 27th Annual Gala
Org- Boundless Readers",neutral
 but by Cancelled Flighting my flight and pushing me to the next day I'd lose $150 hotel which was why I was trying to get a same-day flight.,negative
 thank you for the information.,positive
 did you know that suicide is the second leading cause of death among teens 10-24,neutral
 Ok and in Dominican Republic what numbers?,neutral
 ive tried on my phone and laptop :(,negative
 Cancelled Flighted my flight. Went with another airline 2 leave 2day. They Cancelled Flighted also. Called JetBlue &amp; got same flight but now $250 more👺,negative
 sale please soon?? I need a tan,neutral
 Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop,neutral
" Hello Good afternoon how are you, I need know how much flying for summer from june 13th.",neutral
 just wondering if the website is having issues today. Trying to book a flight with my visa I always use and its rejecting it.,negative
" upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO",negative
 Not for the dates or destination I'm headed 😔,neutral
" I've spent three hours talking to all different people, most of which couldn't help. I probably won't be using JetBlue again.",negative
 great.,positive
 thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. 😉,positive
" flying w/ infant for the 1st time, can I bring a canister of powder formula for a carry on and/or use my plastic formula divider?",neutral
 flight 117. proud to fly Jet Blue!,positive
" awesome, thanks! on hold now.",positive
" I'm not sure if you can do anything to help me with that, but if you can that'd be great.",neutral
 I had to call back five times to get someone on the phone who knew what they were doing. By that time my getaway went up by $200.,negative
 Are there really no flights from the Bay Area to Chicago anymore? Lame. So lame.,negative
" can't book a flight because of outdated, forced opt-in ""Verified by Visa"" nonsense. Help a girl out? I just want to get to ",negative
 Stop trying to make fleek happen! PointsMe,neutral
 luggage fees? won't b flying JB again! at least AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter,negative
" what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places...",positive
 I did see that! Working on picking up a trip or two as we type.,positive
 it's poop and barely works,negative
 Thanks for the quick reply! Just wanted to make sure it wasn't just my account :),positive
 your wifi is a lie and i hate you,negative
 Is there an issue with your website and logging on? (App too?) I know I am entering info correctly but cannot sign in! :(,negative
" having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg.",negative
 wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!,positive
 flight 462 to Boston delayed due to weather in Tampa?,neutral
"More like BaeJet Airways, amirite?

“:  Right back at ya!”",neutral
 are  Amex Plat holders provided access or a credit in the Airspace Lounge in JKF?,neutral
" many thanks, as always your employees are professional and courteous. Whenever I have the option, you are my go-to airlines.",neutral
 Come on and provide service from Destin- Fort Walton Beach Airport,neutral
 I appreciate the credit for my troubles but the lack of personal response troubles me.,negative
" you'll enjoy this. 

“: Our fleet's on fleek. http://t.co/2thC9RKURT”",neutral
 yer deals never seem to include NYC--&gt;PDX or NYC--&gt;PGH...wish they did!,neutral
 Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,neutral
 thank you! Headed from LBC to OAK !,neutral
 here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3,positive
“: Our fleet's on fleek. http://t.co/b5ttno68xu” I just 🙈,neutral
"“:  Why not? We'd sure love to see you, Ruth! JustDoIt YouKnowYouWantTo ;)” you know me too well 💘",positive
" ""Do what you love and you'll never work a day in your life."" 😊",neutral
" It drops 75 when i take off the other two people, and vice versa. back and forth.",neutral
" you don't need to cut services, charge more and give a better flying experience. That's why I use jet blue in the first place",positive
 Longing to look into the blue eyes. firstlove,positive
 you all are the best flyfi  ondemand leatherseats hipunis legroom,positive
Sigh... “: Our fleet's on fleek. http://t.co/W5NL0AY9Bl”,neutral
  please start flying to Guyana soon,neutral
 just leave certain things to the kids.,neutral
" WOW~Thx for thinking of us, Greg! Heard SOBEWFF was amazing! We've heard the same about  (ps thx for the info) TeamNKH",positive
" Annnndddd, I just booked my flight. That was easy.",positive
 Thank you for credits. However; I submitted complaints about the property on vacation package. Hope you listen!,negative
“: Our fleet's on fleek. http://t.co/clu5pdPrHP” :(,neutral
 Thank you very much!,positive
 Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?,negative
 it will be glowing. Your crew and your aircraft sparkled. You guys know about  right? Might be a good partnership:),positive
"  My friend bought a ticket last night for one of these routes from you, and it cost way more. Can you help?”",neutral
 I was returning from  SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!,neutral
 glad you like it. Feel free to steal it.,positive
 your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks.,positive
 thanks to you customers like me stay loyal. From check in to landing.,positive
 A320 pulling into the gate as the sunrises here at  this morning jetbluesofly jetblue airbus http://t.co/JGdu5us8Dz,positive
 Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation ,positive
 Wish Everyone felt like you,positive
 sounds great! Thank you!! :),positive
" 's Once upon a sale that does not include BTV, as usual!  jetbluehatesbtv",negative
" can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly  again, dont do it!",negative
 Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue,positive
 incredible PR team. 👏👏👏👏,positive
 Thanks. I'm finding lower fares already on other carriers with direct flights. July 8 - 13.,positive
" if you can get us on a flight to Vieques all will be good. Right now, not looking promising.",negative
 I just DM'd you!,negative
 Offering Special Fares to   http://t.co/MBcEhCSZX3   http://t.co/2Zm4jkAlZl,neutral
 I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,neutral
 A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.,neutral
 hi friend! Question for you when you have a moment.,neutral
"“:  Thanks for the kind words, Janna! WeAppreciateYou TrueBlue” and now I'M feeling like a boss jetbluefame",positive
 boarding the back of the airplane first. Like a boss. sosmart jetblue frequentflyerappreciates alsoyayforsnacks,positive
 sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏,positive
 why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.,negative
 we are missing our connecting transportation in Puerto Rico as a result. Need to get to Vieques today.,negative
 we were supposed to be Vieques by 3pm,negative
 your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. badcustomerservice,negative
" absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. PRBound",negative
" Hi there, any rough idea of when January 2016 flights will be made available?",neutral
 why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(,negative
 why are you always so amazing! jetblue trueblue http://t.co/iIMTJxcvLG,positive
", I've experienced better service making connecting flight from  and  badcustomerservice jfk pr",negative
 now out of A gates and into main terminal @ DCA.  members keeping watch from ATCT. avgeek http://t.co/hPsiEaokwh,neutral
 great will do once I land in JFK,positive
 service getting worse and worse. Plane can't fly waiting on a 2nd aircraft. So much for planning.,negative
 haha. TY. Do you know what time that lane opens at Logan?,positive
" Flight 1447 (N351JB) ""JBLU"" arrives at  following flight from Westchester County Airport http://t.co/xX2M2jxQep",neutral
 no seat assignment 5 mins before a flight...line 20 people deep. Guess I'm sitting with the baggage? ,negative
" here we go again, 2nd round trip to CA in a week TrueBlue",neutral
 sure is 💙,positive
 wants Customs at Long Beach Airport for future international flights. By  http://t.co/J6Hb4JDvER cc: ,neutral
 the worst flying experience I've ever suffered through. I'd appreciate my money back.,negative
" after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) persistence",positive
RT : Our fleet's on fleek. http://t.co/WEZUMDimYF,neutral
 thanks so much!,positive
 my wife sent me a family invite but I never accepted it. She should not be locked into a family account that never got created.,negative
 Hey guys do you have a tail number assigned yet to flight 1373 for tomorrow?,neutral
 I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,negative
At the airport ready to get this  red eye going.... Soooooo sleepy.  NoPlaceLikeHome eventhoughits2degreesathome,neutral
 customer service says since my wife setup a family account that she now can't join mine for a year???  Help me fix please.,negative
 full to capacity. I also pid extra for these seats. Perhaps the crew could be more helpful.,negative
 we have. Twice. They said they can't dim those lights. But they did on our first flight.,negative
“:  We hope you're still our bae!  ”haa man,neutral
 its domestic I just wanted more of an idea so I don't get surprised.,neutral
 That makes two of us! Lol Blushing,positive
 would a storage container like this green one be acceptable to check in with luggage? 18Gal totes http://t.co/mJtK2SFuhG,neutral
 Happy Anniversary!! It's hard to believe you're 15!! You're so young!,positive
 JFK NYC staff is amazing. The lax JetBlue... Sending an email with details but it was a disappointing experience ,negative
 1680 Super smooth flight and landing. Nicely done.,positive
 try harder. Take a winners attitude to your work.,neutral
 you can do better than this. And you can do better for me and all the passengers. flight108 jfk to pwm.,negative
 we would have been up in the air by now. Now our new plane we've been redirected to has mechanical errors aka more delays 2/3,negative
 you delay all my flights. Then you redirect my gate. Then you tell me had we stuck with the original gate we would have 1/3,negative
“: Our fleet's on fleek. http://t.co/Vxn2J36M7V” this happened,neutral
 - Definitely no note from whoever stole from me.,negative
 but the 4 hour policy- when I called and they said I didn't report it soon enough. What would have changed if I had noticed sooner?,negative
 - Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?,negative
 - I did that as soon as I realized. Will they try to figure out who is stealing from people's bags? Security cameras? Anything?,negative
" - I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)",negative
 absolutely no worries. I'm just never flying with you again. Ever. Even I have to hitch hike cross country passengersarepeople,negative
 DONT LOSE MY LUGGAGE!!!,negative
 you just directed me to your mobile website. Where is the direct link? GET IT TOGETHER!,negative
 if I had made as many mistakes as you in as short a period of time. I would I have lost my job at this point!!!,negative
 I understand why ur doing it. But for someone who just traveled 2+ hours to get here early. Relax b4 flight etc. Adv notice maybe??,negative
 not one of my four flights this trip has been on time. What the he'll is your companies problem?,negative
Stop this madness RT : Our fleet's on fleek. http://t.co/7x9uSbj2FV,neutral
 I can't find a good photo of it... You got one? goodnight,neutral
" FYI, I'm onboard 616 comfortably travelling to JFK, seat was no problem as you said. Thanks for making flying more civilized!",positive
" I like "" Follow  """,positive
 or she ;),neutral
  mco to lag two hour delay and sitting in Tarmac going on 40 minutes with infants crying on plane!! Get us off this plane,negative
" what maintenance?  The flight landed from Jamaica, has to go through security then get to term 3 then cleaned then board",negative
 that's not a answer!,negative
 if i ask ask the pilot will he tell me the name of our aiecraft,neutral
 AIRPORT CODE TEST GO. SLC.  BOS MCO,neutral
“: Our fleet's on fleek. http://t.co/BBM6PAbORt” &lt;&lt;Now THAT is fuckin funny. 😂,neutral
 Do you have any flights with lie flat seating from STL to PDX on or around the date of March 5?,neutral
 formally requests  and  to establish customs facilities for international flights http://t.co/jByVMsOd29,neutral
See what you started now  RT : Our fleet's on fleek. http://t.co/atd2Sm8HF4,negative
". Navigating through 2 rebooks due to flu &amp; ice to visit my Mother.  Your CS reps have been so very helpful, patient and friendly.",negative
 Are all of your flights out of Charleston tomorrow on-time or is there a possibility for delays/Cancelled Flightlations?,neutral
 well our plane just landed at the international terminal... so they announced the 10 pm new time.,negative
 there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy,negative
" not ok to Cancelled Flight flight 1274 tmrw for ""weather"" &amp; to rebook 4 flight the next day when there is flight tmrw night. no compensation?",negative
 I guess you weren't able to do anything to improve the time.. and now it looks even Late Flightr.. going to be a zombie tomorrow,negative
Welp. “: Our fleet's on fleek. http://t.co/kwUEk1uKbC”,neutral
 plan to repair its brand http://t.co/ui9M8YpzH2 via ,neutral
 ok is I hope thy the Bahamas next,neutral
“: Our fleet's on fleek. http://t.co/7XMaV13G2W” http://t.co/Ela7TNtcIR,neutral
" Not trying to make you look bad, on your website it says: ""Due to weather in the Charleston, NC"" Its actually in SC, not NC",positive
" can your people working this contact me, I have a project in the works.",neutral
" When chging flight, isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption?",neutral
" we're home, you guys recovered, now we can laugh about it and the extra day in barbados. Will you open Cuba soon?",negative
" Am I the only one who had to look that up? I must be getting old...
 damn",negative
